melanin_concentration(Cm),blood_concentration(Ch),melanin_blend(Bm),BloodOxy,epidermis_thickness(T),X,Y,Z,sR,sG,sB
0.01,0.098,0.728553,0.885,0.005,20.8966,17.6138,15.5956,155.189,102.557,104.75
0.01,0.098,0.728553,0.98,0.0125,21.2665,18.227,17.7954,153.371,105.69,112.236
0.01,0.098,0.728553,0.98,0.005,20.6545,17.359,16.9619,152.862,101.88,109.819
0.01,0.098,0.728553,0.98,0.02,21.9001,18.9885,18.9276,154.062,108.639,115.652
0.01,0.098,1,0.6,0.0125,22.6765,19.2622,15.1359,162.402,107.295,102.165
0.01,0.098,1,0.6,0.005,21.8807,18.2099,13.8864,161.715,102.895,97.878
0.01,0.098,1,0.695,0.0125,22.3026,18.9283,15.4599,160.65,106.434,103.568
0.01,0.098,1,0.6,0.02,23.0258,19.4019,16.0535,163.328,107.164,105.584
0.01,0.098,1,0.695,0.005,21.6127,18.0103,14.515,159.922,102.576,100.477
0.01,0.098,1,0.79,0.0125,21.8521,18.7155,16.0663,157.669,106.65,105.89
0.01,0.098,1,0.79,0.005,21.1246,17.6569,14.8938,157.362,101.943,102.111
0.01,0.098,1,0.695,0.02,22.7041,19.3727,16.5075,160.845,108.103,107.2
0.01,0.098,1,0.79,0.02,22.3949,19.1489,17.2154,158.757,107.795,109.818
0.01,0.098,1,0.885,0.0125,21.5971,18.5403,16.7365,155.781,106.464,108.39
0.01,0.098,1,0.885,0.005,20.7558,17.507,15.5847,154.572,102.324,104.759
0.01,0.098,1,0.885,0.02,22.0863,18.9379,18.1208,156.386,107.593,113.024
0.01,0.098,1,0.98,0.005,20.5145,17.2357,17.0935,152.138,101.55,110.337
0.01,0.098,1,0.98,0.0125,21.212,18.1289,18.0557,153.032,105.269,113.176
0.01,0.098,1,0.98,0.02,21.5678,18.6623,18.5894,153.178,107.61,114.683
0.01,0.128,0.5,0.6,0.005,19.5187,15.7044,11.7818,155.983,93.363,90.476
0.01,0.128,0.5,0.6,0.0125,20.2816,16.5993,13.4135,156.584,97.344,96.875
0.01,0.128,0.5,0.695,0.0125,19.7378,16.2912,14.3067,152.85,97.289,100.573
0.01,0.128,0.5,0.6,0.02,20.8764,17.2674,14.3143,157.538,100.05,100.1
0.01,0.128,0.5,0.695,0.005,18.9512,15.5089,12.7904,151.552,94.27,94.872
0.01,0.128,0.5,0.695,0.02,20.4413,16.9866,15.1288,154.589,99.783,103.363
0.01,0.128,0.5,0.79,0.005,18.4498,15.2094,13.0738,148.628,94.013,96.183
0.01,0.128,0.5,0.79,0.0125,19.2077,15.9816,14.526,149.857,97.065,101.551
0.01,0.128,0.5,0.79,0.02,19.9946,16.801,15.4406,151.714,100.148,104.58
0.01,0.128,0.5,0.885,0.0125,18.9813,15.7901,15.2576,148.039,96.641,104.426
0.01,0.128,0.5,0.885,0.005,17.9476,14.7787,13.802,145.576,92.833,99.363
0.01,0.128,0.5,0.98,0.005,17.5764,14.6112,14.8361,142.121,93.193,103.419
0.01,0.128,0.5,0.885,0.02,19.6907,16.6423,16.2669,149.14,100.263,107.66
0.01,0.128,0.5,0.98,0.02,19.0876,16.2739,16.7606,145.391,99.942,109.557
0.01,0.128,0.5,0.98,0.0125,18.4673,15.5864,16.0539,143.981,97.218,107.394
0.01,0.128,0.728553,0.6,0.0125,20.0263,16.3017,13.2033,156.021,96.102,96.191
0.01,0.128,0.728553,0.6,0.005,19.4114,15.5633,11.727,155.762,92.699,90.328
0.01,0.128,0.728553,0.6,0.02,21.0004,17.4999,14.8168,157.104,101.295,101.906
0.01,0.128,0.728553,0.695,0.005,19.0673,15.6083,12.4982,152.365,94.518,93.578
0.01,0.128,0.728553,0.695,0.02,20.5781,17.3101,15.2399,154.353,101.554,103.574
0.01,0.128,0.728553,0.695,0.0125,19.8527,16.7376,13.7348,152.788,99.952,97.981
0.01,0.128,0.728553,0.79,0.005,18.5697,15.258,12.9471,149.48,93.891,95.645
0.01,0.128,0.728553,0.79,0.02,20.2889,17.1707,15.8536,152.11,101.716,105.902
0.01,0.128,0.728553,0.98,0.005,17.9065,14.777,14.9966,143.872,93.184,103.969
0.01,0.128,0.728553,0.79,0.0125,19.5875,16.5201,14.2242,151.092,99.464,100.045
0.01,0.128,0.728553,0.885,0.0125,19.1518,16.2556,14.9145,148.057,99.293,102.827
0.01,0.128,0.728553,0.885,0.005,18.1781,14.9746,14.0451,146.329,93.461,100.222
0.01,0.128,0.728553,0.885,0.02,19.79,16.8428,16.5491,148.853,101.339,108.55
0.01,0.128,0.728553,0.98,0.02,19.4576,16.6642,17.4816,145.948,101.434,111.868
0.01,0.128,1,0.6,0.005,19.4407,15.7006,12.0571,155.161,93.686,91.677
0.01,0.128,0.728553,0.98,0.0125,18.8863,16.0172,15.964,145.716,98.741,106.848
0.01,0.128,1,0.6,0.0125,20.2815,16.8803,13.3767,155.703,99.344,96.501
0.01,0.128,1,0.6,0.02,20.8665,17.4114,14.6162,156.685,101.131,101.169
0.01,0.128,1,0.695,0.005,18.9114,15.4394,12.3989,151.934,93.836,93.257
0.01,0.128,1,0.695,0.0125,19.6057,16.3862,13.5624,152.405,98.344,97.505
0.01,0.128,1,0.695,0.02,20.1666,16.9936,14.8881,152.894,100.784,102.386
0.01,0.128,1,0.885,0.005,18.025,14.837,13.9305,145.802,92.995,99.843
0.01,0.128,1,0.79,0.02,20.0464,17.032,15.3608,151.388,101.549,104.125
0.01,0.128,1,0.79,0.005,18.5378,15.229,12.8686,149.435,93.783,95.334
0.01,0.128,1,0.98,0.005,17.7003,14.6253,14.8544,143.008,92.815,103.502
0.01,0.128,1,0.885,0.02,19.6214,16.8189,16.163,148.133,101.714,107.149
0.01,0.128,1,0.79,0.0125,19.3909,16.2545,14.1657,150.648,98.291,99.976
0.01,0.128,1,0.885,0.0125,19.0872,16.1908,14.9543,147.762,99.077,103.013
0.01,0.128,1,0.98,0.02,19.3216,16.6636,17.1298,145.333,101.857,110.629
0.01,0.128,1,0.98,0.0125,18.8003,16.0226,15.8138,145.221,99.07,106.28
0.01,0.162,0.5,0.6,0.005,17.4142,13.788,10.1791,149.243,86.48,84.234
0.01,0.162,0.5,0.6,0.0125,18.4133,15.0045,11.7361,150.57,92.369,90.615
0.01,0.162,0.5,0.6,0.02,19.0628,15.7739,13.0948,151.114,95.863,95.953
0.01,0.162,0.5,0.695,0.005,16.8721,13.4692,10.7457,145.695,86.26,87.086
0.01,0.162,0.5,0.695,0.0125,17.8861,14.6913,12.1748,147.3,92.128,92.681
0.01,0.162,0.5,0.885,0.005,15.9155,13.063,12.2171,137.972,87.262,93.766
0.01,0.162,0.5,0.695,0.02,18.5968,15.585,13.6421,147.753,96.332,98.238
0.01,0.162,0.5,0.79,0.0125,17.5319,14.6515,12.906,143.922,93.35,95.734
0.01,0.162,0.5,0.79,0.02,18.269,15.4655,14.051,145.253,96.762,99.891
0.01,0.162,0.5,0.885,0.0125,16.9787,14.218,13.3477,140.695,92.293,97.77
0.01,0.162,0.5,0.79,0.005,16.4217,13.3632,11.2748,142.007,87.409,89.498
0.01,0.162,0.5,0.98,0.0125,16.6682,14.1014,14.1878,137.623,92.772,101.127
0.01,0.162,0.5,0.98,0.005,15.656,12.9161,12.8591,135.615,87.273,96.516
0.01,0.162,0.5,0.885,0.02,17.656,15.0929,15.0006,140.758,96.507,103.704
0.01,0.162,0.5,0.98,0.02,17.2648,14.7878,15.4521,138.241,95.824,105.53
0.01,0.162,0.728553,0.6,0.0125,18.1752,14.9171,11.8411,149.022,92.66,91.099
0.01,0.162,0.728553,0.695,0.005,16.5479,13.2117,10.7441,144.164,85.503,87.231
0.01,0.162,0.728553,0.6,0.005,17.0605,13.5959,10.196,147.289,86.404,84.406
0.01,0.162,0.728553,0.6,0.02,18.7894,15.561,13.0874,149.875,95.332,96.033
0.01,0.162,0.728553,0.695,0.0125,17.5969,14.5007,12.1604,145.83,91.806,92.712
0.01,0.162,0.728553,0.695,0.02,18.2815,15.3587,13.6004,146.251,95.86,98.179
0.01,0.162,0.728553,0.79,0.0125,17.2266,14.3517,12.8607,142.721,92.253,95.719
0.01,0.162,0.728553,0.79,0.005,16.1391,13.1259,11.1745,140.796,86.634,89.184
0.01,0.162,0.728553,0.885,0.005,15.758,12.8889,11.8738,137.793,86.429,92.398
0.01,0.162,0.728553,0.98,0.005,15.4743,12.7182,12.7553,135.02,86.389,96.206
0.01,0.162,0.728553,0.79,0.02,17.8056,15.1151,13.9632,143.086,95.935,99.715
0.01,0.162,0.728553,0.885,0.0125,16.7336,13.9853,13.6518,139.255,91.523,99.12
0.01,0.162,0.728553,0.885,0.02,17.5023,14.8873,14.7837,140.578,95.544,103.003
0.01,0.162,0.728553,0.98,0.02,17.1325,14.5967,15.4355,137.926,94.912,105.579
0.01,0.162,0.728553,0.98,0.0125,16.4694,13.8782,14.0986,136.979,91.828,100.907
0.01,0.162,1,0.6,0.005,16.9698,13.5307,10.1892,146.852,86.249,84.411
0.01,0.162,1,0.6,0.0125,18.0055,14.7908,11.806,148.255,92.357,91.012
0.01,0.162,1,0.6,0.02,18.6535,15.5184,13.0957,149.022,95.538,96.072
0.01,0.162,1,0.695,0.005,16.5978,13.3167,10.742,144.167,86.169,87.139
0.01,0.162,1,0.695,0.0125,17.5284,14.5281,12.0232,145.374,92.269,92.078
0.01,0.162,1,0.695,0.02,18.1659,15.3353,13.4653,145.621,96.105,97.626
0.01,0.162,1,0.79,0.005,16.062,13.0385,11.2522,140.421,86.251,89.593
0.01,0.162,1,0.885,0.005,15.7087,12.8106,11.7974,137.789,85.972,92.12
0.01,0.162,1,0.79,0.02,17.6784,14.9222,13.6864,143.139,94.948,98.735
0.01,0.162,1,0.885,0.0125,16.6619,13.9989,13.39,138.953,91.871,98.044
0.01,0.162,1,0.79,0.0125,17.1258,14.2737,12.6202,142.514,92.011,94.754
0.01,0.162,1,0.98,0.0125,16.3526,13.7307,14.2556,136.399,91.175,101.603
0.01,0.162,1,0.885,0.02,17.2165,14.6963,14.4887,139.39,95.175,101.959
0.01,0.162,1,0.98,0.005,15.3103,12.4984,12.7419,134.54,85.249,96.291
0.01,0.162,1,0.98,0.02,16.9093,14.5123,14.9673,137.023,95.065,103.853
0.01,0.2,0.5,0.6,0.005,15.3895,12.0541,9.08389,141.428,80.27,79.892
0.01,0.2,0.5,0.6,0.0125,16.3244,13.237,10.9306,142.128,86.717,88.017
0.01,0.2,0.5,0.695,0.005,14.7625,11.8417,9.5509,136.643,81.371,82.304
0.01,0.2,0.5,0.6,0.02,17.045,13.9975,11.9983,143.639,90.065,92.304
0.01,0.2,0.5,0.695,0.0125,15.8058,12.8272,11.2528,139.181,85.587,89.718
0.01,0.2,0.5,0.695,0.02,16.7752,13.9877,12.3465,141.165,91.148,93.75
0.01,0.2,0.5,0.79,0.005,14.4809,11.6495,10.0203,134.473,81.044,84.715
0.01,0.2,0.5,0.79,0.0125,15.4326,12.7831,11.586,135.908,86.894,91.153
0.01,0.2,0.5,0.885,0.005,14.0257,11.506,10.5479,130.49,81.969,87.231
0.01,0.2,0.5,0.98,0.005,13.7509,11.3397,11.2324,127.844,81.887,90.428
0.01,0.2,0.5,0.885,0.0125,14.9906,12.4687,12.1636,132.718,86.282,93.819
0.01,0.2,0.5,0.98,0.0125,14.7738,12.3262,12.6774,130.762,86.122,96.044
0.01,0.2,0.5,0.98,0.02,15.3308,13.1924,14.0575,130.187,91.058,101.029
0.01,0.2,0.5,0.885,0.02,15.6273,13.1966,13.1677,133.872,89.725,97.551
0.01,0.2,0.5,0.79,0.02,16.3416,13.7707,12.8055,137.971,91.282,95.762
0.01,0.2,0.728553,0.6,0.005,15.2577,11.9803,9.03281,140.73,80.206,79.665
0.01,0.2,0.728553,0.6,0.02,16.9229,13.9805,11.7646,143.038,90.39,91.268
0.01,0.2,0.728553,0.6,0.0125,16.2171,13.1501,10.8106,141.757,86.432,87.514
0.01,0.2,0.728553,0.695,0.005,14.8248,11.7762,9.63266,137.302,80.505,82.79
0.01,0.2,0.728553,0.695,0.0125,15.7974,12.8428,11.1618,139.167,85.739,89.292
0.01,0.2,0.728553,0.695,0.02,16.532,13.8263,12.3668,139.825,90.871,93.914
0.01,0.2,0.728553,0.79,0.005,14.2876,11.4593,9.91916,133.74,80.204,84.354
0.01,0.2,0.728553,0.79,0.0125,15.3464,12.6828,11.4519,135.76,86.405,90.625
0.01,0.2,0.728553,0.79,0.02,16.1764,13.6444,12.644,137.319,90.933,95.153
0.01,0.2,0.728553,0.885,0.0125,14.8468,12.3752,12.0582,132.008,86.103,93.414
0.01,0.2,0.728553,0.885,0.005,13.8644,11.3064,10.533,129.931,80.924,87.302
0.01,0.2,0.728553,0.98,0.005,13.6352,11.2378,11.3178,127.125,81.528,90.867
0.01,0.2,0.728553,0.885,0.02,15.4181,13.0412,13.3232,132.526,89.373,98.256
0.01,0.2,0.728553,0.98,0.0125,14.6555,12.2163,12.6157,130.27,85.701,95.851
0.01,0.2,1,0.6,0.005,15.2028,11.8712,9.20441,140.497,79.499,80.642
0.01,0.2,0.728553,0.98,0.02,15.302,13.0222,13.9339,130.803,89.809,100.669
0.01,0.2,1,0.6,0.0125,15.9834,12.995,10.7168,140.614,86.128,87.16
0.01,0.2,1,0.6,0.02,16.6492,13.763,11.6625,141.837,89.767,90.938
0.01,0.2,1,0.695,0.005,14.6035,11.6649,9.77379,135.745,80.561,83.534
0.01,0.2,1,0.695,0.0125,15.6202,12.8219,11.1338,137.856,86.327,89.141
0.01,0.2,1,0.695,0.02,16.3262,13.6481,12.1778,139.091,90.27,93.207
0.01,0.2,1,0.79,0.005,14.178,11.4697,9.8787,132.825,80.805,84.12
0.01,0.2,1,0.79,0.0125,15.1829,12.6313,11.4035,134.669,86.671,90.415
0.01,0.2,1,0.885,0.005,13.7914,11.2395,10.4275,129.712,80.638,86.852
0.01,0.2,1,0.79,0.02,15.7723,13.3686,12.4571,135.313,90.371,94.502
0.01,0.2,1,0.885,0.0125,14.6925,12.3608,12.1096,130.672,86.658,93.61
0.01,0.2,1,0.98,0.005,13.6426,11.1809,11.2275,127.557,80.964,90.516
0.01,0.2,1,0.885,0.02,15.4797,13.1726,13.1146,132.792,90.131,97.322
0.01,0.2,1,0.98,0.0125,14.5687,12.2627,12.568,129.385,86.457,95.596
0.01,0.2,1,0.98,0.02,15.1842,12.9666,13.8535,130.117,89.837,100.372
0.0205535,0.002,0.5,0.6,0.005,61.8479,65.4987,56.774,219.813,211.221,187.673
0.0205535,0.002,0.5,0.6,0.0125,60.6198,63.8646,54.7456,219.189,208.379,184.485
0.0205535,0.002,0.5,0.6,0.02,59.4626,62.7205,52.9146,217.706,206.76,181.422
0.0205535,0.002,0.5,0.695,0.005,61.5187,65.2337,56.7843,218.904,210.965,187.751
0.0205535,0.002,0.5,0.695,0.02,59.264,62.5891,52.9382,217.079,206.682,181.493
0.0205535,0.002,0.5,0.695,0.0125,60.1556,63.5555,54.7334,217.782,208.188,184.527
0.0205535,0.002,0.5,0.79,0.005,61.1699,64.7022,56.9324,218.372,210.023,188.162
0.0205535,0.002,0.5,0.98,0.02,58.9396,61.924,52.5679,217.294,205.273,181.012
0.0205535,0.002,0.5,0.79,0.0125,60.0943,63.1546,54.9715,218.195,207.185,185.092
0.0205535,0.002,0.5,0.885,0.005,60.9152,64.0293,56.1401,219.201,208.497,186.963
0.0205535,0.002,0.728553,0.6,0.005,60.2307,63.5232,55.6944,217.526,208.051,186.277
0.0205535,0.002,0.5,0.79,0.02,59.2258,62.2103,53.0666,217.625,205.691,181.862
0.0205535,0.002,0.5,0.885,0.02,59.037,62.0331,52.5718,217.497,205.437,180.99
0.0205535,0.002,0.5,0.98,0.005,60.8132,63.9452,55.8807,219.103,208.395,186.519
0.0205535,0.002,0.5,0.885,0.0125,59.8669,62.9594,54.0753,218.209,206.915,183.511
0.0205535,0.002,0.5,0.98,0.0125,59.8372,62.8991,54.3721,218,206.808,184.07
0.0205535,0.002,0.728553,0.6,0.02,58.1646,61.1243,51.7808,216.058,204.102,179.755
0.0205535,0.002,0.728553,0.6,0.0125,59.1107,62.304,53.6551,216.501,206.154,182.901
0.0205535,0.002,0.728553,0.695,0.005,60.231,63.4708,55.7087,217.628,207.907,186.32
0.0205535,0.002,0.728553,0.695,0.02,58.2557,61.1226,52.0553,216.282,203.981,180.278
0.0205535,0.002,0.728553,0.695,0.0125,59.1546,62.3816,53.5834,216.583,206.302,182.746
0.0205535,0.002,0.728553,0.79,0.0125,59.0767,62.2844,53.5778,216.443,206.143,182.763
0.0205535,0.002,0.728553,0.79,0.005,60.247,63.4435,55.9924,217.563,207.827,186.838
0.0205535,0.002,0.728553,0.79,0.02,58.144,61.0156,51.9771,216.061,203.837,180.16
0.0205535,0.002,0.728553,0.885,0.02,58.0505,60.9475,52.0105,215.761,203.783,180.237
0.0205535,0.002,0.728553,0.885,0.0125,59.0364,62.2002,53.7582,216.316,205.978,183.119
0.0205535,0.002,0.728553,0.98,0.005,60.1006,63.2831,55.7544,217.411,207.579,186.454
0.0205535,0.002,1,0.6,0.0125,58.1646,61.4532,52.9586,214.526,205.099,181.829
0.0205535,0.002,0.728553,0.885,0.005,60.1824,63.3864,55.8557,217.489,207.753,186.608
0.0205535,0.002,0.728553,0.98,0.02,57.9704,60.9876,51.7375,215.502,203.996,179.704
0.0205535,0.002,0.728553,0.98,0.0125,59.0204,62.1516,53.8354,216.295,205.87,183.276
0.0205535,0.002,1,0.6,0.005,59.5282,62.8895,55.3449,215.958,207.283,185.803
0.0205535,0.002,1,0.695,0.005,59.4487,62.8383,55.1797,215.823,207.245,185.516
0.0205535,0.002,1,0.6,0.02,57.0206,59.9538,51.2832,213.726,202.427,179.131
0.0205535,0.002,1,0.695,0.0125,58.0732,61.3865,52.865,214.319,205.039,181.671
0.0205535,0.002,1,0.695,0.02,56.8859,59.8548,51.0811,213.465,202.33,178.772
0.0205535,0.002,1,0.79,0.005,59.4594,62.8101,55.4639,215.734,207.169,186.037
0.0205535,0.002,1,0.79,0.0125,58.0778,61.3168,53.0236,214.38,204.846,181.989
0.0205535,0.002,1,0.79,0.02,56.866,59.7831,51.1372,213.491,202.158,178.902
0.0205535,0.002,1,0.885,0.005,59.3493,62.7338,55.1805,215.597,207.098,185.544
0.0205535,0.002,1,0.885,0.02,56.8625,59.7477,51.4309,213.344,202.081,179.468
0.0205535,0.002,1,0.885,0.0125,57.9974,61.2313,52.9745,214.232,204.72,181.921
0.0205535,0.008,0.5,0.6,0.0125,50.2134,51.5313,40.8888,208.065,187.024,160.721
0.0205535,0.002,1,0.98,0.0125,58.0394,61.3021,53.1584,214.141,204.869,182.239
0.0205535,0.008,0.5,0.6,0.005,50.8531,52.3654,42.0861,208.35,188.69,163.02
0.0205535,0.002,1,0.98,0.005,59.2641,62.6284,55.2492,215.389,206.932,185.696
0.0205535,0.008,0.5,0.6,0.02,49.4488,50.661,40.1617,206.922,185.462,159.415
0.0205535,0.002,1,0.98,0.02,56.8362,59.7459,51.4233,213.232,202.114,179.452
0.0205535,0.008,0.5,0.695,0.005,50.7133,52.2298,42.3142,207.824,188.508,163.544
0.0205535,0.008,0.5,0.695,0.0125,50.0526,51.3006,41.1836,207.605,186.577,161.436
0.0205535,0.008,0.5,0.695,0.02,49.3874,50.4623,40.4401,206.874,184.947,160.1
0.0205535,0.008,0.5,0.79,0.005,50.5573,52.0579,42.4775,207.35,188.233,163.942
0.0205535,0.008,0.5,0.79,0.0125,49.9245,51.157,41.3421,207.203,186.343,161.823
0.0205535,0.008,0.5,0.79,0.02,49.2757,50.4284,40.3893,206.453,185.02,159.991
0.0205535,0.008,0.5,0.885,0.0125,49.9062,51.0859,41.8569,206.898,186.183,162.951
0.0205535,0.008,0.5,0.885,0.02,49.2343,50.2862,40.7672,206.299,184.659,160.867
0.0205535,0.008,0.5,0.885,0.005,50.5112,51.8408,43.147,207.129,187.673,165.432
0.0205535,0.008,0.5,0.98,0.005,50.4195,51.6747,43.4435,206.849,187.319,166.106
0.0205535,0.008,0.5,0.98,0.0125,49.6639,50.6817,42.1576,206.434,185.314,163.728
0.0205535,0.008,0.728553,0.6,0.005,50.0397,51.4806,41.4432,206.945,187.186,161.919
0.0205535,0.008,0.5,0.98,0.02,49.0963,49.9904,41.2725,205.936,183.971,162.063
0.0205535,0.008,0.728553,0.6,0.0125,49.2569,50.4522,40.3992,206.301,185.128,160
0.0205535,0.008,0.728553,0.6,0.02,48.563,49.5366,39.6704,205.592,183.279,158.71
0.0205535,0.008,0.728553,0.695,0.0125,49.1974,50.4028,40.8324,205.807,185.099,160.955
0.0205535,0.008,0.728553,0.695,0.005,49.9011,51.283,42.1455,206.212,186.837,163.483
0.0205535,0.008,0.728553,0.695,0.02,48.5083,49.5439,39.9297,205.118,183.413,159.27
0.0205535,0.008,0.728553,0.79,0.005,49.9125,51.2105,42.2705,206.34,186.597,163.779
0.0205535,0.008,0.728553,0.79,0.0125,49.1711,50.373,41.0141,205.614,185.06,161.357
0.0205535,0.008,0.728553,0.79,0.02,48.4358,49.3716,40.0592,205.066,182.985,159.619
0.0205535,0.008,0.728553,0.885,0.005,49.7676,51.0274,42.6633,205.769,186.281,164.665
0.0205535,0.008,0.728553,0.885,0.0125,48.932,49.9532,41.3411,205.177,184.13,162.207
0.0205535,0.008,0.728553,0.885,0.02,48.3258,49.0791,40.57,204.824,182.253,160.841
0.0205535,0.008,0.728553,0.98,0.02,48.4076,49.1753,40.7636,204.855,182.443,161.228
0.0205535,0.008,0.728553,0.98,0.0125,48.9985,49.8823,41.812,205.311,183.824,163.248
0.0205535,0.008,1,0.6,0.005,49.3534,50.7255,41.3754,205.418,185.911,162.008
0.0205535,0.008,1,0.6,0.0125,48.3625,49.5302,40.1354,204.288,183.627,159.71
0.0205535,0.008,0.728553,0.98,0.005,49.7839,50.8925,43.0259,205.888,185.851,165.481
0.0205535,0.008,1,0.695,0.0125,48.2325,49.2984,40.3308,204.044,183.107,160.219
0.0205535,0.008,1,0.79,0.005,49.0642,50.2667,41.95,204.643,184.962,163.391
0.0205535,0.008,1,0.6,0.02,47.6368,48.6418,39.1829,203.518,181.886,157.906
0.0205535,0.008,1,0.885,0.005,48.9659,50.1437,41.9628,204.44,184.731,163.457
0.0205535,0.008,1,0.79,0.02,47.4383,48.3567,39.6769,202.836,181.322,159.095
0.0205535,0.008,1,0.695,0.02,47.4705,48.4759,39.3327,202.976,181.634,158.289
0.0205535,0.008,1,0.79,0.0125,48.1644,49.1849,40.6531,203.732,182.876,160.958
0.0205535,0.008,1,0.695,0.005,49.2249,50.5018,41.5256,205.198,185.419,162.408
0.0205535,0.008,1,0.885,0.0125,48.1953,49.2715,40.9732,203.442,183.129,161.616
0.0205535,0.008,1,0.885,0.02,47.5745,48.506,40.2794,202.701,181.626,160.364
0.0205535,0.008,1,0.98,0.005,48.9523,49.9409,42.2946,204.593,184.125,164.24
0.0205535,0.008,1,0.98,0.0125,48.085,49.1371,41.0239,203.175,182.881,161.768
0.0205535,0.018,0.5,0.6,0.005,41.5428,40.5972,31.5549,198.021,164.174,142.804
0.0205535,0.008,1,0.98,0.02,47.4112,48.4036,40.1166,202.26,181.554,160.034
0.0205535,0.018,0.5,0.6,0.0125,41.194,40.234,31.1721,197.423,163.455,141.966
0.0205535,0.018,0.5,0.695,0.005,41.5866,40.613,32.2054,197.697,164.202,144.431
0.0205535,0.018,0.5,0.6,0.02,40.9084,39.9043,30.7906,197.064,162.736,141.117
0.0205535,0.018,0.5,0.695,0.0125,41.1727,40.0908,31.8636,197.118,163.015,143.776
0.0205535,0.018,0.5,0.79,0.005,41.2888,40.242,32.6522,196.726,163.424,145.674
0.0205535,0.018,0.5,0.885,0.005,41.1334,40.1513,33.2562,195.672,163.435,147.172
0.0205535,0.018,0.5,0.79,0.0125,40.9042,39.812,32.4989,195.921,162.538,145.451
0.0205535,0.018,0.5,0.695,0.02,40.8991,39.7534,31.6634,196.696,162.255,143.402
0.0205535,0.018,0.5,0.79,0.02,40.6309,39.5835,32.1233,195.369,162.174,144.596
0.0205535,0.018,0.5,0.885,0.0125,40.7128,39.7701,32.9269,194.696,162.789,146.496
0.0205535,0.018,0.5,0.885,0.02,40.4443,39.3409,32.6507,194.58,161.661,145.988
0.0205535,0.018,0.5,0.98,0.005,41.0684,40.0723,34.315,194.689,163.352,149.742
0.0205535,0.018,0.5,0.98,0.0125,40.7211,39.6201,33.7267,194.469,162.271,148.503
0.0205535,0.018,0.728553,0.6,0.0125,40.4544,39.5264,30.9719,195.512,162.207,141.705
0.0205535,0.018,0.5,0.98,0.02,40.5599,39.4457,33.4035,194.32,161.897,147.785
0.0205535,0.018,0.728553,0.6,0.005,40.9344,40.0427,31.5788,196.241,163.274,143.053
0.0205535,0.018,0.728553,0.6,0.02,40.14,39.2464,30.8672,194.657,161.75,141.534
0.0205535,0.018,0.728553,0.695,0.005,40.716,39.8657,32.0602,195.167,163.072,144.315
0.0205535,0.018,0.728553,0.695,0.02,39.9393,39.094,31.3588,193.595,161.606,142.828
0.0205535,0.018,0.728553,0.695,0.0125,40.2595,39.4622,31.6802,194.096,162.405,143.5
0.0205535,0.018,0.728553,0.79,0.005,40.7474,39.8985,32.7585,194.694,163.193,146.028
0.0205535,0.018,0.728553,0.79,0.0125,40.3113,39.4929,32.2465,193.837,162.467,144.903
0.0205535,0.018,0.728553,0.79,0.02,39.7734,38.9489,31.7926,192.738,161.415,143.965
0.0205535,0.018,0.728553,0.885,0.0125,40.2922,39.3707,32.8198,193.579,162.089,146.368
0.0205535,0.018,0.728553,0.885,0.005,40.6818,39.8269,33.4736,193.958,163.11,147.792
0.0205535,0.018,0.728553,0.98,0.005,40.6081,39.5228,34.2071,193.738,162.163,149.68
0.0205535,0.018,0.728553,0.98,0.0125,40.0917,39.0674,33.4355,192.786,161.379,147.979
0.0205535,0.018,0.728553,0.885,0.02,39.8858,38.9217,32.4843,192.837,161.147,145.706
0.0205535,0.018,0.728553,0.98,0.02,39.7424,38.8295,32.828,192.034,161.107,146.573
0.0205535,0.018,1,0.6,0.005,40.5679,39.9613,30.9184,195.076,163.625,141.37
0.0205535,0.018,1,0.6,0.0125,39.8297,39.0765,30.5268,193.735,161.685,140.704
0.0205535,0.018,1,0.6,0.02,39.4508,38.6265,30.269,193.078,160.688,140.212
0.0205535,0.018,1,0.695,0.005,40.4331,39.8732,31.5537,194.086,163.608,143.006
0.0205535,0.018,1,0.695,0.0125,39.7586,38.9766,31.1749,193.089,161.498,142.397
0.0205535,0.018,1,0.695,0.02,39.2799,38.4787,30.6168,192.267,160.489,141.156
0.0205535,0.018,1,0.79,0.0125,39.5926,38.8493,31.8076,192.022,161.393,144.026
0.0205535,0.018,1,0.79,0.005,40.2406,39.5934,32.3979,193.096,162.999,145.22
0.0205535,0.018,1,0.79,0.02,39.0612,38.2027,31.2207,191.312,159.911,142.797
0.0205535,0.018,1,0.885,0.005,40.0606,39.4033,32.8778,192.236,162.672,146.465
0.0205535,0.018,1,0.885,0.0125,39.408,38.6692,32.4769,190.952,161.125,145.746
0.0205535,0.018,1,0.885,0.02,38.9528,38.1666,31.7788,190.369,160.035,144.199
0.0205535,0.018,1,0.98,0.005,40.0326,39.1844,34.1154,191.631,161.999,149.545
0.0205535,0.018,1,0.98,0.0125,39.3577,38.3963,33.3362,190.67,160.248,147.959
0.0205535,0.032,0.5,0.6,0.005,34.1817,31.7908,24.3922,187.076,143.141,126.939
0.0205535,0.018,1,0.98,0.02,38.8269,37.8362,32.4901,189.949,159.066,146.098
0.0205535,0.032,0.5,0.6,0.0125,34.1324,31.6849,24.472,187.014,142.789,127.225
0.0205535,0.032,0.5,0.695,0.005,33.8684,31.5268,25.057,185.482,142.75,128.966
